hs_code,product_desc,unit,general_rate,applicable_origin
8108.30.00.00,Waste and scrap,"[""kg""]",Free,ALL
8108.90.30,Articles of titanium,,5.50%,ALL
8108.90.30.30,Castings,"[""kg""]",,ALL
8108.90.30.60,Other,"[""kg""]",,ALL
8108.90.60,Other,,15.00%,ALL
8108.90.60.20,"Blooms, sheet bars, and slabs","[""kg""]",,ALL
8108.90.60.31,"Other bars, rods, profiles and wire","[""kg""]",,ALL
8108.90.60.45,"Plates, sheets, strips and foil","[""kg""]",,ALL
8108.90.60.60,Tubes and pipes,"[""kg""]",,ALL
8108.90.60.75,Other,"[""kg""]",,ALL
8109.21.00.00,Containing less than 1 part hafnium to 500 parts zirconium by weight,"[""kg""]",4.20%,ALL
8109.29.00.00,Other,"[""kg""]",4.20%,ALL
8109.31.00.00,Containing less than 1 part hafnium to 500 parts zirconium by weight,"[""kg""]",Free,ALL
8109.39.00.00,Other,"[""kg""]",Free,ALL
8109.91.00.00,Containing less than 1 part hafnium to 500 parts zirconium by weight,"[""kg""]",3.70%,ALL
8109.99.00.00,Other,"[""kg""]",3.70%,ALL
8110.10.00.00,Unwrought antimony; powders,"[""kg""]",Free,ALL
8110.20.00.00,Waste and scrap,"[""kg""]",Free,ALL
8110.90.00.00,Other,"[""kg""]",Free,ALL
8111.00.30.00,Waste and scrap,"[""kg""]",Free,ALL
8111.00.47.00,Flake containing at least 99.5 percent by weight manganese,"[""kg""]",14.00%,ALL
8111.00.49,Other,,14.00%,ALL
8111.00.49.10,Powder containing at least 99.5 percent by weight manganese,"[""kg""]",,ALL
8111.00.49.90,Other,"[""kg""]",,ALL
8111.00.60.00,Other,"[""kg""]",3.70%,ALL
8112.12.00.00,Unwrought; powders,"[""kg""]",8.50%,ALL
8112.13.00.00,Waste and scrap,"[""kg""]",Free,ALL
8112.19.00.00,Other,"[""kg""]",5.50%,ALL
8112.21.00.00,Unwrought; powders,"[""kg""]",3.00%,ALL
8112.22.00.00,Waste and scrap,"[""kg""]",Free,ALL
8112.29.00.00,Other,"[""kg""]",3.00%,ALL
8112.31.00.00,Unwrought; waste and scrap; powders,"[""kg""]",Free,ALL
8112.39.00.00,Other,"[""kg""]",4.00%,ALL
8112.41.10.00,Waste and scrap,"[""kg""]",Free,ALL
8112.41.50.00,Unwrought; powders,"[""kg""]",3.00%,ALL
8112.49.00.00,Other,"[""kg""]",4.00%,ALL
8112.51.00.00,Unwrought; powders,"[""kg""]",4.00%,ALL
8112.52.00.00,Waste and scrap,"[""kg""]",Free,ALL
8112.59.00.00,Other,"[""kg""]",4.00%,ALL
8112.61.00.00,Waste and scrap,"[""kg""]",Free,ALL
8112.69.10.00,Unwrought cadmium; powders,"[""kg""]",Free,ALL
8112.69.90.00,Other,"[""kg""]",4.40%,ALL
8112.92.07.00,Waste and scrap,"[""kg""]",Free,ALL
8112.92.10.00,Gallium,"[""kg""]",3.00%,ALL
8112.92.30.00,Indium,"[""kg""]",Free,ALL
8112.92.40.00,Niobium (columbium),"[""kg""]",4.90%,ALL
8112.92.60.00,Unwrought,"[""kg""]",2.60%,ALL
8112.92.65.00,Other,"[""kg""]",4.40%,ALL
8112.92.70.00,Vanadium,"[""kg"",""V kg""]",2.00%,ALL
8112.99.10.00,Germanium,"[""kg""]",4.40%,ALL
8112.99.20.00,Vanadium,"[""kg"",""V kg""]",2.00%,ALL
8112.99.91.00,Other,"[""kg""]",4.00%,ALL
8113.00.00.00,"Cermets and articles thereof, including waste and scrap","[""kg""]",3.70%,ALL
8201.10.00.00,"Spades and shovels, and parts thereof","[""No.""]",Free,ALL
8201.30.00,"Mattocks, picks, hoes and rakes, and parts thereof",,Free,ALL
8201.30.00.10,"Mattocks and picks, and parts thereof","[""No.""]",,ALL
8201.30.00.80,Other,"[""No.""]",,ALL
8201.40.30.00,"Machetes, and parts thereof","[""No.""]",Free,ALL
8201.40.60,Other,,6.20%,ALL
8201.40.60.10,"Axes and adzes, and parts thereof","[""No.""]",,ALL
8201.40.60.80,Other,"[""No.""]",,ALL
8201.50.00.00,"Secateurs and similar one-handed pruners and shears (including poultry shears), and parts thereof","[""No.""]",1¢ each + 2.8%,ALL
8201.60.00.00,"Hedge shears, two-handed pruning shears and similar two-handed shears, and parts thereof","[""No.""]",1¢ each + 2.8%,ALL
8201.90.30.00,"Grass shears, and parts thereof","[""No.""]",2¢ each + 5.1%,ALL
8201.90.40.00,"Forks, and parts thereof","[""No.""]",Free,ALL
8201.90.60.00,Other,"[""No.""]",Free,ALL
8202.10.00.00,"Handsaws, and parts (except blades) thereof","[""No.""]",Free,ALL
8202.20.00,"Bandsaw blades, and parts thereof",,Free,ALL
8202.20.00.30,Metal cutting blades,"[""No.""]",,ALL
8202.20.00.60,Other,"[""No.""]",,ALL
8202.31.00.00,With working part of steel,"[""No.""]",Free,ALL
8202.39.00,"Other, including parts",,Free,ALL
8202.39.00.10,With diamond working parts,"[""No.""]",,ALL
8202.39.00.40,Diamond sawblade cores,"[""No.""]",,ALL
8202.39.00.70,Other,"[""No.""]",,ALL
8202.40.30.00,"With cutting parts containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]",7.20%,ALL
8202.40.60,Other,,Free,ALL
8202.40.60.30,In continuous lengths,"[""m""]",,ALL
8202.40.60.60,Other,"[""No.""]",,ALL
8202.91.30.00,Hacksaw blades,"[""No.""]",Free,ALL
8202.91.60.00,Other,"[""gross""]",Free,ALL
8202.99.00.00,Other (including parts),"[""No.""]",Free,ALL
8203.10.30.00,Not over 11 cm in length,"[""doz.""]",Free,ALL
8203.10.60.00,Over 11 cm but not over 17 cm in length,"[""doz.""]",Free,ALL
8203.10.90.00,Over 17 cm in length,"[""doz.""]",Free,ALL
8203.20.20.00,Tweezers,"[""No.""]",4.00%,ALL
8203.20.40.00,Slip joint pliers,"[""doz.""]",12.00%,ALL
8203.20.60,Other (except parts),,12¢/doz. + 5.5%,ALL
8203.20.60.30,Pliers,"[""doz.""]",,ALL
8203.20.60.60,Other,"[""doz.""]",,ALL
8203.20.80.00,Parts,"[""No.""]",4.50%,ALL
8203.30.00.00,"Metal cutting shears and similar tools, and parts thereof","[""No.""]",Free,ALL
8203.40.30.00,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]",6.00%,ALL
8203.40.60.00,Other (including parts),"[""No.""]",3.30%,ALL
8204.11.00,"Nonadjustable, and parts thereof",,9.00%,ALL
8204.11.00.30,"Open-end, box and combination open-end and box wrenches","[""No.""]",,ALL
8204.11.00.60,Other (including parts),"[""No.""]",,ALL
8204.12.00.00,"Adjustable, and parts thereof","[""No.""]",9.00%,ALL
8204.20.00.00,"Socket wrenches, with or without handles, drives and extensions, and parts thereof","[""No.""]",9.00%,ALL
8205.10.00.00,"Drilling, threading or tapping tools, and parts thereof","[""No.""]",6.20%,ALL
8205.20.30.00,With heads not over 1.5 kg each,"[""No.""]",6.20%,ALL
8205.20.60.00,With heads over 1.5 kg each,"[""No.""]",Free,ALL
8205.30.30.00,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]",5.70%,ALL
8205.30.60.00,Other (including parts),"[""No.""]",5.00%,ALL
8205.40.00.00,"Screwdrivers, and parts thereof","[""No.""]",6.20%,ALL
8205.51.15.00,"Carving and butcher steels, with or without handles","[""No.""]",Free,ALL
8205.51.30,Other (including parts),,3.70%,ALL
8205.51.30.30,Kitchen and table implements,"[""No.""]",,ALL
8205.51.30.60,Other (including parts),"[""No.""]",,ALL
8205.51.45.00,Of copper,"[""No.""]",Free,ALL
8205.51.60.00,Of aluminum,"[""kg""]",2.2¢/kg + 5%,ALL
8205.51.75.00,Other,"[""No.""]",3.70%,ALL
8205.59.10.00,"Pipe tools, and parts thereof","[""No.""]",7.20%,ALL
8205.59.20.00,"Powder-actuated handtools, and parts thereof","[""No.""]",Free,ALL
8205.59.30,"Crowbars, track tools and wedges, and parts thereof",,Free,ALL
8205.59.30.10,Crowbars,"[""kg"",""No.""]",,ALL
8205.59.30.80,Other,"[""kg"",""No.""]",,ALL
8205.59.45.00,Caulking guns,"[""No.""]",5.30%,ALL
8205.59.55,Other,,5.30%,ALL
8205.59.55.05,Single edge razor blades other than for shaving,"[""No.""]",,ALL
8205.59.55.10,Other,"[""No.""]",,ALL
8205.59.55.60,Other (including parts),"[""No.""]",,ALL
8205.59.60.00,Of copper,"[""No.""]",Free,ALL
8205.59.70.00,Of aluminum,"[""kg""]",1.5¢/kg + 3.5%,ALL
8205.59.80.00,Other,"[""No.""]",3.70%,ALL
8205.60.00.00,"Blow torches and similar self-contained torches, and parts thereof","[""No.""]",2.90%,ALL
8205.70.00,"Vises, clamps and the like, and parts thereof",,5.00%,ALL
8205.70.00.30,Pipe,"[""No.""]",,ALL
8205.70.00.60,Other,"[""No.""]",,ALL
8205.70.00.90,Other (including parts),"[""No.""]",,ALL
8205.90.10.00,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof,"[""No.""]",Free,ALL
8205.90.60.00,Sets of articles of two or more of the foregoing subheadings,"[""pcs""]",The rate of duty applicable to that article in the set subject to the highest rate of duty,ALL
8206.00.00.00,"Tools of two or more of headings 8202 to 8205, put up in sets for retail sale","[""pcs""]",The rate of duty applicable to that article in the set subject to the highest rate of duty,ALL
8207.13.00.00,With working part of cermets,"[""No.""]",3.60%,ALL
8207.19.30,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium",,5.00%,ALL
8207.19.30.30,Percussion rock drill bits,"[""No.""]",,ALL
8207.19.30.60,"Rotary rock drill bits, core bits and reamers","[""No.""]",,ALL
8207.19.30.90,Other,"[""No.""]",,ALL
8207.19.60,Other,,2.90%,ALL
8207.19.60.30,Percussion rock drill bits,"[""No.""]",,ALL
8207.19.60.65,With working part of diamonds,"[""No.""]",,ALL
8207.19.60.70,Other,"[""No.""]",,ALL
8207.19.60.90,Other,"[""No.""]",,ALL
8207.20.00,"Dies for drawing or extruding metal, and parts thereof",,3.90%,ALL
8207.20.00.30,Diamond wire drawing dies,"[""No."",""kg""]",,ALL
8207.20.00.40,Other dies,"[""No."",""kg""]",,ALL
8207.20.00.70,Parts,"[""No."",""kg""]",,ALL
8207.30.30,"Suitable for cutting metal, and parts thereof",,5.70%,ALL
8207.30.30.20,Tools,"[""No."",""kg""]",,ALL
8207.30.30.50,Parts,"[""No."",""kg""]",,ALL
8207.30.60,"Not suitable for cutting metal, and parts thereof",,2.90%,ALL
8207.30.60.32,Stamping dies not suitable for cutting metal,"[""No."",""kg""]",,ALL
8207.30.60.62,"Metal forming dies, including thread-rolling dies","[""No."",""kg""]",,ALL
8207.30.60.92,Other tools,"[""No."",""kg""]",,ALL
8207.30.60.95,Parts,"[""No."",""kg""]",,ALL
8207.40.30.00,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]",5.70%,ALL
8207.40.60.00,Other,"[""No.""]",4.80%,ALL
8207.50.20,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium",,5.00%,ALL
8207.50.20.30,Masonry drills,"[""No.""]",,ALL
8207.50.20.45,Brad point,"[""No.""]",,ALL
8207.50.20.55,Other,"[""No.""]",,ALL
8207.50.20.70,For woodworking,"[""No.""]",,ALL
8207.50.20.80,Other,"[""No.""]",,ALL
8207.50.40,"Suitable for cutting metal, and parts thereof",,8.40%,ALL
8207.50.40.30,Twist drills,"[""No.""]",,ALL
8207.50.40.60,Other,"[""No.""]",,ALL
8207.50.60.00,"For handtools, and parts thereof","[""No.""]",5.20%,ALL
8207.50.80.00,Other,"[""No.""]",2.90%,ALL
8207.60.00,"Tools for boring or broaching, and parts thereof",,4.80%,ALL
8207.60.00.30,Broaches,"[""No.""]",,ALL
8207.60.00.35,"Reamers, except gun reamers","[""No.""]",,ALL
8207.60.00.61,Other (including parts thereof),"[""No.""]",,ALL
8207.70.30,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium",,5.00%,ALL
8207.70.30.30,End milling cutters,"[""No.""]",,ALL
8207.70.30.40,Router bits for woodworking,"[""No.""]",,ALL
8207.70.30.60,Other,"[""No.""]",,ALL
8207.70.60,Other,,2.90%,ALL
8207.70.60.30,End milling cutters,"[""No.""]",,ALL
8207.70.60.40,Router bits not suitable for cutting metal,"[""No.""]",,ALL
8207.70.60.60,Other (including parts),"[""No.""]",,ALL
8207.80.30.00,"With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]",4.80%,ALL
8207.80.60.00,Other,"[""No.""]",3.70%,ALL
8207.90.15.00,"Files and rasps, including rotary files and rasps, and parts thereof","[""doz.""]",1.60%,ALL
8207.90.30,"Cutting tools with cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium",,5.00%,ALL
8207.90.30.30,Hobs and other gear cutting tools,"[""No.""]",,ALL
8207.90.30.75,Cutterheads with interchangeable tools,"[""No.""]",,ALL
8207.90.30.80,Other,"[""No.""]",,ALL
8207.90.30.85,Other,"[""No.""]",,ALL
8207.90.45.00,"Suitable for cutting metal, and parts thereof","[""No.""]",4.80%,ALL
8207.90.60.00,"For handtools, and parts thereof","[""No.""]",4.30%,ALL
8207.90.75,Other,,3.70%,ALL
8207.90.75.45,Cutterheads with interchangeable tools,"[""No.""]",,ALL
8207.90.75.85,Other,"[""No.""]",,ALL
8208.10.00,"For metal working, and parts thereof",,Free,ALL
8208.10.00.30,"Over 30.5 cm in length, for metal shearing machines or over 15.2 cm in diameter for metal shearing/slitting machines","[""No.""]",,ALL
8208.10.00.60,Other (including parts),"[""No.""]",,ALL
8208.20.00,"For wood working, and parts thereof",,Free,ALL
8208.20.00.30,"Over 73.7 cm in length, for veneer-cutting machines","[""No.""]",,ALL
8208.20.00.60,"Over 15.2 cm in length, for wood-chipper machines","[""No.""]",,ALL
8208.20.00.90,Other (including parts),"[""No.""]",,ALL
8208.30.00,"For kitchen appliances or for machines used by the food industry, and parts thereof",,Free,ALL
8208.30.00.30,"For meat-slicing, meat-cutting or meat-chopping machines","[""No.""]",,ALL
8208.30.00.60,Other (including parts),"[""No.""]",,ALL
8208.40.30.00,Lawnmower blades,"[""No.""]",Free,ALL
8208.40.60.00,Other (including parts),"[""No.""]",Free,ALL
8208.90.30.00,For shoe machinery,"[""No.""]",Free,ALL
8208.90.60.00,Other (including parts),"[""No.""]",Free,ALL
8209.00.00,"Plates, sticks, tips and the like for tools, unmounted, of cermets",,4.60%,ALL
8209.00.00.30,Of sintered metal carbides,"[""kg""]",,ALL
8209.00.00.60,Of other cermets,"[""kg""]",,ALL
8210.00.00.00,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink, and base metal parts thereof","[""No.""]",3.70%,ALL
8211.10.00.00,Sets of assorted articles,"[""pcs""]",The rate of duty applicable to that article in the set subject to the highest rate of duty,ALL
8211.91.10.00,Knives with silver-plated handles,"[""No.""]",Free,ALL
8211.91.20.00,"Valued under 25¢ each, not over 25.9 cm in overall length","[""pcs""]",0.4¢ each + 6.4%,ALL
8211.91.25.00,Other,"[""pcs""]",0.4¢ each + 6.8%,ALL
8211.91.30.00,"Valued under 25¢ each, not over 25.9 cm in overall length","[""pcs""]",0.9¢ each + 10.6%,ALL
8211.91.40.00,Other,"[""pcs""]",0.3¢ each + 3.7%,ALL
8211.91.50,Knives with rubber or plastic handles,,0.7¢ each + 3.7%,ALL
8211.91.50.30,Steak knives,"[""No.""]",,ALL
8211.91.50.60,Other,"[""No.""]",,ALL
8211.91.80,Other,,0.3¢ each + 4.9%,ALL
8211.91.80.30,Steak knives,"[""No.""]",,ALL
8211.91.80.60,Other,"[""No.""]",,ALL
8211.92.20.00,Kitchen and butcher knives,"[""No.""]",0.8¢ each + 4.6%,ALL
8211.92.40,Other,,1¢ each + 4.6%,ALL
8211.92.40.50,Sheath-type knives,"[""No.""]",,ALL
8211.92.40.60,Other,"[""No.""]",,ALL
8211.92.60.00,Hunting knives with wood handles,"[""No.""]",4.40%,ALL
8211.92.90,Other,,0.4¢ each + 6.1%,ALL
8211.92.90.30,Kitchen and butcher knives,"[""No.""]",,ALL
8211.92.90.45,Sheath-type knives,"[""No.""]",,ALL
8211.92.90.60,Other,"[""No.""]",,ALL
8211.93.00,Knives having other than fixed blades,,3¢ each + 5.4%,ALL
8211.93.00.31,Folding two-handled multi-use tools in which one or more tools are housed in each handle and one or more of the tools is a folding knife blade,"[""No.""]",,ALL
8211.93.00.35,"Pen knives, pocket knives and other knives which have folding blades","[""No.""]",,ALL
8211.93.00.60,Other (including parts),"[""No.""]",,ALL
8211.94.10.00,For knives having fixed blades,"[""No.""]",0.16¢ each + 2.2%,ALL
8211.94.50.00,Other,"[""No.""]",1¢ each + 5.4%,ALL
8211.95.10.00,For table knives having fixed blades,"[""No.""]",0.3¢ each + 4.9%,ALL
8211.95.50.00,For other knives having fixed blades,"[""No.""]",0.4¢ each + 6.1%,ALL
8211.95.90.00,Other,"[""No.""]",3¢ each + 5.4%,ALL
8212.10.00.00,Razors,"[""No.""]",Free,ALL
8212.20.00,"Safety razor blades, including razor blade blanks in strips",,Free,ALL
8212.20.00.05,Single edge razor blades for shaving,"[""No.""]",,ALL
8212.20.00.10,Other,"[""No.""]",,ALL
8212.90.00.00,Other parts,"[""No.""]",Free,ALL
8213.00.30.00,Valued not over $1.75/dozen,"[""No.""]",1.7¢ each + 4.3%,ALL
8213.00.60.00,"Pinking shears, valued over $30/dozen","[""No.""]",8¢ each + 8%,ALL
8213.00.90.00,Other (including parts),"[""No.""]",3¢ each + 3%,ALL
8214.10.00.00,"Paper knives, letter openers, erasing knives, pencil sharpeners (nonmechanical) and blades and other parts thereof","[""No.""]",0.3¢ each + 4.2%,ALL
8214.20.30.00,"Cuticle or cornknives, cuticle pushers, nail files, nailcleaners, nail nippers and clippers, all the foregoing used for manicure or pedicure purposes, and parts thereof","[""No.""]",4.00%,ALL
8214.20.60.00,In leather containers,"[""No.""]",Free,ALL
8214.20.90.00,Other,"[""No.""]",4.10%,ALL
8214.90.30.00,Cleavers with their handles,"[""No.""]",1¢ each + 4.9%,ALL
8214.90.60.00,Other,"[""No.""]",0.2¢ each + 3.1%,ALL
8214.90.90.00,Other (including parts),"[""No.""]",1.4¢ each + 3.2%,ALL
8215.10.00.00,Sets of assorted articles containing at least one article plated with precious metal,"[""pcs""]",The rate of duty applicable to that article in the set subject to the highest rate of duty,ALL
8215.20.00.00,Other sets of assorted articles,"[""pcs""]",The rate of duty applicable to that article in the set subject to the highest rate of duty,ALL
8215.91.30.00,Forks,"[""No.""]",Free,ALL
8215.91.60.00,Spoons and ladles,"[""No.""]",4.20%,ALL
8215.91.90.00,Other (including parts),"[""No.""]",2.70%,ALL
8215.99.01.00,"Valued under 25¢ each, not over 25.9 cm in overall length","[""pcs""]",0.9¢ each + 15.8%,ALL
8215.99.05.00,Other,"[""pcs""]",0.5¢ each + 8.5%,ALL
8215.99.10.00,Valued under 25¢ each,"[""pcs""]",0.5¢ each + 6.3%,ALL
8215.99.15.00,Other,"[""pcs""]",0.4¢ each + 4.8%,ALL
8215.99.20.00,With rubber or plastic handles,"[""No.""]",0.5¢ each + 3.2%,ALL
8215.99.22.00,Without their handles,"[""No.""]",Free,ALL
8215.99.24.00,Table forks (including table serving forks) and barbecue forks with wooden handles,"[""No.""]",0.3¢ each + 4.5%,ALL
8215.99.26.00,Other,"[""No.""]",0.2¢ each + 3.1%,ALL
8215.99.30.00,Spoons valued under 25¢ each,"[""pcs""]",14.00%,ALL
8215.99.35.00,Other,"[""pcs""]",6.80%,ALL
8215.99.40,With base metal (except stainless steel) or nonmetal handles,,5.00%,ALL
8215.99.40.30,Tablespoons and table ladles,"[""No.""]",,ALL
8215.99.40.60,Other,"[""No.""]",,ALL
8215.99.45.00,Other,"[""No.""]",Free,ALL
8215.99.50.00,Other (including parts),"[""No.""]",5.30%,ALL
8301.10.20.00,Not over 3.8 cm in width,"[""doz.""]",2.30%,ALL
8301.10.40.00,Over 3.8 cm but not over 6.4 cm in width,"[""doz.""]",3.80%,ALL
8301.10.50.00,Over 6.4 cm in width,"[""doz.""]",3.60%,ALL
8301.10.60,Not over 3.8 cm in width,,6.10%,ALL
8301.10.60.20,Lock bodies containing hardened steel components with attached (or insertable) flexible cable composed of wire strands and hardened steel beads,"[""doz.""]",,ALL
8301.10.60.80,Other,"[""doz.""]",,ALL
8301.10.80.00,Over 3.8 cm but not over 6.4 cm in width,"[""doz.""]",4.80%,ALL
8301.10.90.00,Over 6.4 cm in width,"[""doz.""]",4.20%,ALL
8301.20.00,Locks of a kind used on motor vehicles,,5.70%,ALL
8301.20.00.30,Non-integral steering wheel immobilizer devices,"[""doz.""]",,ALL
8301.20.00.60,Other,"[""kg""]",,ALL
8301.30.00,Locks of a kind used for furniture,,5.70%,ALL
8301.30.00.60,"Cam locks and other locks suitable for use with chests, drawers and similar items","[""kg""]",,ALL
8301.30.00.90,Other,"[""kg""]",,ALL
8301.40.30.00,Luggage locks,"[""doz.""]",3.10%,ALL
8301.40.60,Other,,5.70%,ALL
8301.40.60.30,"Door locks, locksets and other locks suitable for use with interior or exterior doors (except garage, overhead or sliding doors)","[""kg""]",,ALL
8301.40.60.60,Other,"[""kg""]",,ALL
8301.50.00.00,"Clasps and frames with clasps, incorporating locks","[""kg""]",3.10%,ALL
8301.60.00,Parts,,2.80%,ALL
8301.60.00.10,Of copper or copper alloys,"[""kg""]",,ALL
8301.60.00.60,Other,"[""kg""]",,ALL
8301.70.00,Keys presented separately,,4.50%,ALL
8301.70.00.10,Of copper or copper alloys,"[""kg""]",,ALL
8301.70.00.60,Other,"[""kg""]",,ALL
8302.10.30.00,Designed for motor vehicles,"[""kg""]",2.00%,ALL
8302.10.60,Other,,3.50%,ALL
8302.10.60.30,"Suitable for interior and exterior doors (except garage, overhead or sliding doors)","[""kg""]",,ALL
8302.10.60.60,Suitable for furniture and cabinets,"[""kg""]",,ALL
8302.10.60.90,Other,"[""kg""]",,ALL
8302.10.90,Other,,3.40%,ALL
8302.10.90.30,"Suitable for interior and exterior doors (except garage, overhead or sliding doors)","[""kg""]",,ALL
8302.10.90.60,Suitable for furniture and cabinets,"[""kg""]",,ALL
8302.10.90.90,Other,"[""kg""]",,ALL
8302.20.00.00,"Castors, and parts thereof","[""kg""]",5.70%,ALL
8302.30.30,"Of iron or steel, of aluminum or of zinc",,2.00%,ALL
8302.30.30.10,"Pneumatic cylinders for lifting, lowering, dampening or counter-balancing","[""No.""]",,ALL
8302.30.30.60,Other,"[""kg""]",,ALL
8302.30.60.00,Other,"[""kg""]",3.50%,ALL
8302.41.30.00,"Door closers (except automatic door closers), and parts thereof","[""kg""]",3.90%,ALL
8302.41.60,"Of iron or steel, of aluminum or of zinc",,3.90%,ALL
8302.41.60.15,"Doorstops, chain door fasteners, door pulls, kick plates, door knockers and escutcheons","[""kg""]",,ALL
8302.41.60.45,Other,"[""kg""]",,ALL
8302.41.60.50,"For curtains, draperies and window shades","[""kg""]",,ALL
8302.41.60.80,Other,"[""kg""]",,ALL
8302.41.90,Other,,3.50%,ALL
8302.41.90.15,"Doorstops, chain door fasteners, door pulls, kick plates, door knockers and escutcheons","[""kg""]",,ALL
8302.41.90.45,Other,"[""kg""]",,ALL
8302.41.90.50,"For curtains, draperies and window shades","[""kg""]",,ALL
8302.41.90.80,Other,"[""kg""]",,ALL
8302.42.30,"Of iron or steel, of aluminum or of zinc",,3.90%,ALL
8302.42.30.10,"Pneumatic cylinders for lifting, lowering, dampening or counterbalancing","[""No.""]",,ALL
8302.42.30.15,Drawer slides,"[""kg""]",,ALL
8302.42.30.65,Other,"[""kg""]",,ALL
8302.42.60.00,Other,"[""kg""]",3.40%,ALL
8302.49.20.00,Coated or plated with precious metal,"[""kg""]",7.50%,ALL
8302.49.40.00,Other,"[""kg""]",Free,ALL
8302.49.60,"Of iron or steel, of aluminum or of zinc",,5.70%,ALL
8302.49.60.35,"Pneumatic cylinders for lifting, lowering, dampening or counterbalancing","[""No.""]",,ALL
8302.49.60.45,For railway vehicles,"[""kg""]",,ALL
8302.49.60.55,"For aircraft, vessels and other vehicles (except motor vehicles) of section XVII","[""kg""]",,ALL
8302.49.60.85,Other,"[""kg""]",,ALL
8302.49.80,Other,,3.50%,ALL
8302.49.80.40,Of copper,"[""kg""]",,ALL
8302.49.80.50,Other,"[""kg""]",,ALL
8302.49.80.90,Other,"[""kg""]",,ALL
8302.50.00.00,"Hat-racks, hat pegs, brackets and similar fixtures, and parts thereof","[""kg""]",Free,ALL
8302.60.30.00,Automatic door closers,"[""kg""]",3.90%,ALL
8302.60.90.00,Parts,"[""kg""]",3.10%,ALL
8303.00.00.00,"Armored or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, and parts thereof, of base metal","[""kg""]",3.80%,ALL
8304.00.00.00,"Desk-top filing or card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment and parts thereof, of base metal, other than office furniture of heading 9403","[""kg""]",3.90%,ALL
8305.10.00,Fittings for looseleaf binders or files,,2.90%,ALL
8305.10.00.10,Ring binder mechanisms,"[""kg""]",,ALL
8305.10.00.50,Other,"[""kg""]",,ALL
8305.20.00.00,Staples in strips,"[""kg""]",Free,ALL
8305.90.30,"Paper clips, and parts thereof",,Free,ALL
8305.90.30.10,Wholly of wire,"[""kg""]",,ALL
8305.90.30.50,Other,"[""kg""]",,ALL
8305.90.60.00,Other,"[""kg""]",5.70%,ALL
8306.10.00.00,"Bells, gongs and the like, and parts thereof","[""kg""]",5.80%,ALL
8306.21.00.00,"Plated with precious metal, and parts thereof","[""kg""]",4.50%,ALL
8306.29.00.00,Other,"[""kg""]",Free,ALL
8306.30.00.00,"Photograph, picture or similar frames; mirrors; and parts thereof","[""kg""]",2.70%,ALL
8307.10.30.00,With fittings,"[""kg""]",3.80%,ALL
8307.10.60,Other,,3.80%,ALL
8307.10.60.10,Jacketed corrugated stainless steel tubing as described in statistical note 1 to this chapter,"[""kg""]",,ALL
8307.10.60.60,Other,"[""kg""]",,ALL
8307.90.30.00,With fittings,"[""kg""]",3.80%,ALL
8307.90.60.00,Other,"[""kg""]",3.80%,ALL
8308.10.00.00,"Hooks, eyes and eyelets","[""kg""]",1.1¢/kg + 2.9%,ALL
8308.20.30.00,"Of iron or steel and not brightened, not lathed and not machined","[""kg""]",Free,ALL
8308.20.60.00,Other,"[""kg""]",Free,ALL
8308.90.30.00,Beads and spangles of base metal,"[""kg""]",Free,ALL
8308.90.60.00,"Buckles and buckle clasps, and parts thereof","[""kg""]",3.90%,ALL
8308.90.90.00,Other,"[""kg""]",2.70%,ALL
8309.10.00.00,"Crown corks (including crown seals and caps), and parts thereof","[""kg""]",Free,ALL
8309.90.00,Other,,2.60%,ALL
8309.90.00.20,For cans of a kind used for the conveyance of beverages as described in statistical note 2 to this chapter,"[""kg"",""No.""]",,ALL
8309.90.00.25,Other,"[""kg"",""No.""]",,ALL
8309.90.00.80,Of steel,"[""kg"",""No.""]",,ALL
8309.90.00.85,Other,"[""kg"",""No.""]",,ALL
8310.00.00.00,"Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, and parts thereof, of base metal, excluding those of heading 9405","[""kg""]",Free,ALL
8311.10.00.00,"Coated electrodes of base metal, for electric arc-welding","[""kg""]",Free,ALL
8311.20.00.00,"Cored wire of base metal, for electric arc-welding","[""kg""]",Free,ALL
