hs_code,product_desc,unit,general_rate,applicable_origin
8311.30.30.00,Lead-tin solders,"[""kg"",""Pb kg""]",Free,ALL
8311.30.60.00,Other,"[""kg""]",Free,ALL
8311.90.00.00,Other,"[""kg""]",Free,ALL
8401.10.00.00,Nuclear reactors,"[""t""]",3.30%,ALL
8401.20.00.00,"Machinery and apparatus for isotopic separation, and parts thereof","[""t""]",2.60%,ALL
8401.30.00.00,"Fuel elements (cartridges), non-irradiated, and parts thereof","[""kg""]",3.30%,ALL
8401.40.00.00,Parts of nuclear reactors,"[""t""]",3.30%,ALL
8402.11.00.00,Watertube boilers with a steam production exceeding 45 t per hour,"[""t""]",5.20%,ALL
8402.12.00.00,Watertube boilers with a steam production not exceeding 45 t per hour,"[""t""]",4.30%,ALL
8402.19.00.00,"Other vapor generating boilers, including hybrid boilers","[""t""]",5.20%,ALL
8402.20.00.00,Super-heated water boilers,"[""t""]",3.30%,ALL
8402.90.00,Parts,,4.30%,ALL
8402.90.00.10,Heat exchangers,"[""t""]",,ALL
8402.90.00.90,Other,"[""kg""]",,ALL
8403.10.00.00,Boilers,"[""No.""]",Free,ALL
8403.90.00.00,Parts,"[""kg""]",Free,ALL
8404.10.00,Auxiliary plant for use with boilers of heading 8402 or 8403,,3.50%,ALL
8404.10.00.10,Economizers,"[""t""]",,ALL
8404.10.00.50,Other,"[""t""]",,ALL
8404.20.00.00,Condensers for steam or other vapor power units,"[""t""]",5.00%,ALL
8404.90.00.00,Parts,"[""kg""]",3.50%,ALL
8405.10.00.00,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers","[""No.""]",Free,ALL
8405.90.00.00,Parts,"[""kg""]",Free,ALL
8406.10.10.00,Steam turbines,"[""No.""]",6.70%,ALL
8406.10.90.00,Other,"[""No.""]",Free,ALL
8406.81.10,Steam turbines,,6.70%,ALL
8406.81.10.20,"Stationary steam turbines, condensing type","[""No.""]",,ALL
8406.81.10.70,Other,"[""No.""]",,ALL
8406.81.90.00,Other,"[""No.""]",Free,ALL
8406.82.10,Steam turbines,,6.70%,ALL
8406.82.10.10,"Not exceeding 7,460 kW","[""No.""]",,ALL
8406.82.10.20,"Exceeding 7,460 kW","[""No.""]",,ALL
8406.82.10.50,"Not exceeding 7,460 kW","[""No.""]",,ALL
8406.82.10.70,"Exceeding 7,460 kW","[""No.""]",,ALL
8406.82.90.00,Other,"[""No.""]",Free,ALL
8406.90.20.00,"Rotors, finished for final assembly","[""No.""]",5.00%,ALL
8406.90.30.00,"Rotors, not further advanced than cleaned or machined for removal of fins, gates, sprues, and risers, or to permit location in finishing machinery","[""No.""]",5.00%,ALL
8406.90.40.00,"Blades, rotating or stationary","[""No.""]",5.00%,ALL
8406.90.45,Other,,5.00%,ALL
8406.90.45.40,Rotors or spindles and rotor or spindle assemblies,"[""No.""]",,ALL
8406.90.45.80,Other,"[""kg""]",,ALL
8406.90.50.00,"Rotors, finished for final assembly","[""No.""]",Free,ALL
8406.90.60.00,"Rotors, not further advanced than cleaned or machined for removal of fins, gates, sprues, and risers, or to permit location in finishing machinery","[""No.""]",Free,ALL
8406.90.70.00,"Blades, rotating or stationary","[""No.""]",Free,ALL
8406.90.75.00,Other,"[""kg""]",Free,ALL
8407.10.00,Aircraft engines,,Free,ALL
8407.10.00.20,Less than 373 kW,"[""No.""]",,ALL
8407.10.00.40,373 kW or over,"[""No.""]",,ALL
8407.10.00.60,Used or rebuilt,"[""No.""]",,ALL
8407.10.00.90,Other,"[""No.""]",,ALL
8407.21.00,Outboard motors,,Free,ALL
8407.21.00.40,Less than 22.38 kW,"[""No.""]",,ALL
8407.21.00.80,Other,"[""No.""]",,ALL
8407.29.00,Other,,Free,ALL
8407.29.00.10,Inboard engines with outboard drive,"[""No.""]",,ALL
8407.29.00.20,Less than 746 W,"[""No.""]",,ALL
8407.29.00.30,"746 W or greater, but not exceeding 18.65 kW","[""No.""]",,ALL
8407.29.00.40,Exceeding 18.65 kW,"[""No.""]",,ALL
8407.31.00,Of a cylinder capacity not exceeding 50 cc,,Free,ALL
8407.31.00.40,Less than 746 W,"[""No.""]",,ALL
8407.31.00.80,Other,"[""No.""]",,ALL
8407.32.10.00,To be installed in tractors suitable for agricultural use,"[""No.""]",Free,ALL
8407.32.20,"To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704",,Free,ALL
8407.32.20.40,Used or rebuilt,"[""No.""]",,ALL
8407.32.20.80,Other,"[""No.""]",,ALL
8407.32.90,Other,,Free,ALL
8407.32.90.40,Not exceeding 18.65 kW,"[""No.""]",,ALL
8407.32.90.80,Exceeding 18.65 kW,"[""No.""]",,ALL
8407.33.10,To be installed in tractors suitable for agricultural use,,Free,ALL
8407.33.10.30,Not exceeding 37.3 kW,"[""No.""]",,ALL
8407.33.10.60,Air-cooled,"[""No.""]",,ALL
8407.33.10.90,Other,"[""No.""]",,ALL
8407.33.30,"To be installed in vehicles specially designed for traveling on snow, golf carts, non-amphibious all-terrain vehicles and burden carriers",,Free,ALL
8407.33.30.40,Used or rebuilt,"[""No.""]",,ALL
8407.33.30.80,Other,"[""No.""]",,ALL
8407.33.60,Other,,2.50%,ALL
8407.33.60.40,Used or rebuilt,"[""No.""]",,ALL
8407.33.60.80,Other,"[""No.""]",,ALL
8407.33.90,Other,,Free,ALL
8407.33.90.40,Not exceeding 18.65 kW,"[""No.""]",,ALL
8407.33.90.80,Exceeding 18.65 kW,"[""No.""]",,ALL
8407.34.05,To be installed in tractors suitable for agricultural use,,Free,ALL
8407.34.05.30,Not exceeding 37.3 kW,"[""No.""]",,ALL
8407.34.05.60,Air-cooled,"[""No.""]",,ALL
8407.34.05.90,Other,"[""No.""]",,ALL
8407.34.14.00,Used or rebuilt,"[""No.""]",2.50%,ALL
8407.34.18.00,Other,"[""No.""]",2.50%,ALL
8407.34.25.00,Other,"[""No.""]",Free,ALL
8407.34.35,To be installed in tractors suitable for agricultural use,,Free,ALL
8407.34.35.30,Not exceeding 37.3 kW,"[""No.""]",,ALL
8407.34.35.60,Air-cooled,"[""No.""]",,ALL
8407.34.35.90,Other,"[""No.""]",,ALL
8407.34.44.00,Used or rebuilt,"[""No.""]",2.50%,ALL
8407.34.48.00,Other,"[""No.""]",2.50%,ALL
8407.34.55.00,Other,"[""No.""]",Free,ALL
8407.90.10,To be installed in agricultural or horticultural machinery or equipment,,Free,ALL
8407.90.10.10,"Less than 4,476 W","[""No.""]",,ALL
8407.90.10.20,Other,"[""No.""]",,ALL
8407.90.10.60,Air-cooled,"[""No.""]",,ALL
8407.90.10.80,Other,"[""No.""]",,ALL
8407.90.90,Other,,Free,ALL
8407.90.90.10,Gas (natural or liquid propane (LP)) engines,"[""No.""]",,ALL
8407.90.90.20,Less than 746 W,"[""No.""]",,ALL
8407.90.90.40,"746 W or greater but less than 4,476 W","[""No.""]",,ALL
8407.90.90.60,"4,476 W or greater but not exceeding 18.65 kW","[""No.""]",,ALL
8407.90.90.80,Exceeding 18.65 kW,"[""No.""]",,ALL
8408.10.00,Marine propulsion engines,,2.50%,ALL
8408.10.00.05,Not exceeding 111.9 kW,"[""No.""]",,ALL
8408.10.00.15,Exceeding 111.9 kW but not exceeding 149.2 kW,"[""No.""]",,ALL
8408.10.00.20,Exceeding 149.2 kW but not exceeding 223.8 kW,"[""No.""]",,ALL
8408.10.00.30,Exceeding 223.8 kW but not exceeding 373 kW,"[""No.""]",,ALL
8408.10.00.40,Exceeding 373 kW but not exceeding 746 kW,"[""No.""]",,ALL
8408.10.00.50,Exceeding 746 kW,"[""No.""]",,ALL
8408.20.10,To be installed in tractors suitable for agricultural use,,Free,ALL
8408.20.10.40,Not exceeding 37.3 kW,"[""No.""]",,ALL
8408.20.10.80,Exceeding 37.3 kW,"[""No.""]",,ALL
8408.20.20.00,"To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","[""No.""]",2.50%,ALL
8408.20.90.00,Other,"[""No.""]",2.50%,ALL
8408.90.10,To be installed in agricultural or horticultural machinery or equipment,,Free,ALL
8408.90.10.40,Not exceeding 37.3 kW,"[""No.""]",,ALL
8408.90.10.80,Exceeding 37.3 kW,"[""No.""]",,ALL
8408.90.90,Other,,Free,ALL
8408.90.90.10,Not exceeding 149.2 kW,"[""No.""]",,ALL
8408.90.90.20,Exceeding 149.2 kW but not exceeding 373 kW,"[""No.""]",,ALL
8408.90.90.30,Exceeding 373 kW but not exceeding 746 kW,"[""No.""]",,ALL
8408.90.90.40,"Exceeding 746 kW but not exceeding 1,119 kW","[""No.""]",,ALL
8408.90.90.50,"Exceeding 1,119 kW","[""No.""]",,ALL
8409.10.00,For aircraft engines,,Free,ALL
8409.10.00.40,For use in civil aircraft,"[""kg""]",,ALL
8409.10.00.80,Other,"[""kg""]",,ALL
8409.91.10,"Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery",,Free,ALL
8409.91.10.40,"For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","[""kg""]",,ALL
8409.91.10.60,For marine propulsion engines,"[""kg""]",,ALL
8409.91.10.80,Other,"[""kg""]",,ALL
8409.91.30.00,Aluminum cylinder heads,"[""No."",""kg""]",2.50%,ALL
8409.91.50,Other,,2.50%,ALL
8409.91.50.10,Connecting rods,"[""No."",""kg""]",,ALL
8409.91.50.81,Steel forgings,"[""kg""]",,ALL
8409.91.50.85,Other,"[""kg"",""No.""]",,ALL
8409.91.92,For marine propulsion engines,,2.50%,ALL
8409.91.92.10,Connecting rods,"[""No."",""kg""]",,ALL
8409.91.92.90,Other,"[""kg""]",,ALL
8409.91.99,Other,,2.50%,ALL
8409.91.99.10,Connecting rods,"[""No."",""kg""]",,ALL
8409.91.99.90,Other,"[""kg""]",,ALL
8409.99.10,"Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery",,Free,ALL
8409.99.10.40,"For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","[""kg""]",,ALL
8409.99.10.60,For marine propulsion engines,"[""kg""]",,ALL
8409.99.10.80,Other,"[""kg""]",,ALL
8409.99.91,"To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704",,2.50%,ALL
8409.99.91.10,Connecting rods,"[""No."",""kg""]",,ALL
8409.99.91.90,Other,"[""kg"",""No.""]",,ALL
8409.99.92,For marine propulsion engines,,2.50%,ALL
8409.99.92.10,Connecting rods,"[""No."",""kg""]",,ALL
8409.99.92.90,Other,"[""kg""]",,ALL
8409.99.99,Other,,Free,ALL
8409.99.99.10,Connecting rods,"[""No."",""kg""]",,ALL
8409.99.99.90,Other,"[""kg""]",,ALL
8410.11.00.00,"Of a power not exceeding 1,000 kW","[""No.""]",3.80%,ALL
8410.12.00.00,"Of a power exceeding 1,000 kW but not exceeding 10,000 kW","[""No.""]",3.80%,ALL
8410.13.00.00,"Of a power exceeding 10,000 kW","[""No.""]",3.80%,ALL
8410.90.00.00,"Parts, including regulators","[""kg""]",3.80%,ALL
8411.11.40.00,Aircraft turbines,"[""No.""]",Free,ALL
8411.11.80.00,Other,"[""No.""]",Free,ALL
8411.12.40.00,Aircraft turbines,"[""No.""]",Free,ALL
8411.12.80.00,Other,"[""No.""]",Free,ALL
8411.21.40.00,Aircraft turbines,"[""No.""]",Free,ALL
8411.21.80.00,Other,"[""No.""]",Free,ALL
8411.22.40.00,Aircraft turbines,"[""No.""]",Free,ALL
8411.22.80.00,Other,"[""No.""]",Free,ALL
8411.81.40.00,Aircraft turbines,"[""No.""]",Free,ALL
8411.81.80,Other,,2.50%,ALL
8411.81.80.10,Industrial turbines of a kind described in statistical note 1 of this chapter,"[""No.""]",,ALL
8411.81.80.90,Other,"[""No.""]",,ALL
8411.82.40.00,Aircraft turbines,"[""No.""]",Free,ALL
8411.82.80,Other,,2.50%,ALL
8411.82.80.10,Industrial turbines of a kind described in statistical note 1 to this chapter,"[""No.""]",,ALL
8411.82.80.90,Other,"[""No.""]",,ALL
8411.91.10,"Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery",,Free,ALL
8411.91.10.40,Parts of nonaircraft turbines,"[""No.""]",,ALL
8411.91.10.60,For use in civil aircraft,"[""No.""]",,ALL
8411.91.10.90,Other,"[""No.""]",,ALL
8411.91.90,Other,,Free,ALL
8411.91.90.40,Parts of nonaircraft turbines,"[""No.""]",,ALL
8411.91.90.81,Steel forgings,"[""No.""]",,ALL
8411.91.90.85,Other,"[""No.""]",,ALL
8411.99.10,"Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery",,Free,ALL
8411.99.10.10,Parts of nonaircraft gas turbines,"[""No.""]",,ALL
8411.99.10.40,For use in civil aircraft,"[""No.""]",,ALL
8411.99.10.80,Other,"[""No.""]",,ALL
8411.99.90,Other,,2.40%,ALL
8411.99.90.30,Rotors or spindles and rotor or spindle assemblies,"[""No.""]",,ALL
8411.99.90.81,Steel forgings,"[""No.""]",,ALL
8411.99.90.85,Other,"[""No.""]",,ALL
8411.99.90.90,Parts of aircraft gas turbines,"[""No.""]",,ALL
8412.10.00,Reaction engines other than turbojets,,Free,ALL
8412.10.00.10,Missile and rocket engines,"[""No.""]",,ALL
8412.10.00.90,Other,"[""No.""]",,ALL
8412.21.00,Linear acting (cylinders),,Free,ALL
8412.21.00.15,Tie-rod type,"[""No.""]",,ALL
8412.21.00.30,Weld fused type,"[""No.""]",,ALL
8412.21.00.45,Telescoping,"[""No.""]",,ALL
8412.21.00.60,Rodless,"[""No.""]",,ALL
8412.21.00.75,Other,"[""No.""]",,ALL
8412.29.40.00,Hydrojet engines for marine propulsion,"[""No.""]",Free,ALL
8412.29.80,Other,,Free,ALL
8412.29.80.15,Gear type,"[""No.""]",,ALL
8412.29.80.30,Radial piston type,"[""No.""]",,ALL
8412.29.80.45,Axial piston type,"[""No.""]",,ALL
8412.29.80.60,Other,"[""No.""]",,ALL
8412.29.80.75,Other,"[""No.""]",,ALL
8412.31.00,Linear acting (cylinders),,Free,ALL
8412.31.00.40,Tie-rod type,"[""No.""]",,ALL
8412.31.00.80,Other,"[""No.""]",,ALL
8412.39.00,Other,,Free,ALL
8412.39.00.40,Unlimited rotary acting,"[""No.""]",,ALL
8412.39.00.80,Other,"[""No.""]",,ALL
8412.80.10.00,Spring-operated and weight-operated motors,"[""No.""]",Free,ALL
8412.80.90.00,Other,"[""No.""]",Free,ALL
8412.90.10.00,Of hydrojet engines for marine propulsion,"[""kg""]",Free,ALL
8412.90.90,Other,,Free,ALL
8412.90.90.05,Of linear acting engines and motors,"[""kg""]",,ALL
8412.90.90.15,Other,"[""kg""]",,ALL
8412.90.90.25,Of linear acting engines and motors,"[""kg""]",,ALL
8412.90.90.35,Other,"[""kg""]",,ALL
8412.90.90.50,Of reaction engines other than turbojets,"[""kg""]",,ALL
8412.90.90.70,"Wind turbine blades, imported in accordance with statistical note 2 of this chapter","[""kg""]",,ALL
8412.90.90.75,Wind turbine hubs,"[""kg""]",,ALL
8412.90.90.85,Other,"[""kg""]",,ALL
8413.11.00.00,"Pumps for dispensing fuel or lubricants, of the type used in filling-stations or in garages","[""No.""]",Free,ALL
8413.19.00.00,Other,"[""No.""]",Free,ALL
8413.20.00.00,"Hand pumps, other than those of subheading 8413.11 or 8413.19","[""No.""]",Free,ALL
8413.30.10.00,Fuel-injection pumps for compression-ignition engines,"[""No.""]",2.50%,ALL
8413.30.90,Other,,2.50%,ALL
8413.30.90.30,Fuel pumps,"[""No.""]",,ALL
8413.30.90.60,Lubricating pumps,"[""No.""]",,ALL
8413.30.90.90,Other,"[""No.""]",,ALL
8413.40.00.00,Concrete pumps,"[""No.""]",Free,ALL
8413.50.00,Other reciprocating positive displacement pumps,,Free,ALL
8413.50.00.10,Oil well and oil field pumps,"[""No.""]",,ALL
8413.50.00.50,Diaphragm pumps,"[""No.""]",,ALL
8413.50.00.70,Radial piston type,"[""No.""]",,ALL
8413.50.00.80,Other,"[""No.""]",,ALL
8413.50.00.90,Other,"[""No.""]",,ALL
8413.60.00,Other rotary positive displacement pumps,,Free,ALL
8413.60.00.20,Vane type,"[""No.""]",,ALL
8413.60.00.30,Gear type,"[""No.""]",,ALL
8413.60.00.40,Other,"[""No.""]",,ALL
8413.60.00.50,Oil well and oil field pumps,"[""No.""]",,ALL
8413.60.00.70,Roller pumps,"[""No.""]",,ALL
8413.60.00.90,Other,"[""No.""]",,ALL
8413.70.10.00,"Stock pumps imported for use with machines for making cellulosic pulp, paper or paperboard","[""No.""]",Free,ALL
8413.70.20,Other,,Free,ALL
8413.70.20.04,Submersible pumps,"[""No.""]",,ALL
8413.70.20.05,With discharge outlet under 5.08 cm in diameter,"[""No.""]",,ALL
8413.70.20.15,With discharge outlet 5.08 cm or over in diameter,"[""No.""]",,ALL
8413.70.20.22,With discharge outlet under 7.6 cm in diameter,"[""No.""]",,ALL
8413.70.20.25,With discharge outlet 7.6 cm or over in diameter,"[""No.""]",,ALL
8413.70.20.30,"Single-stage, double-suction","[""No.""]",,ALL
8413.70.20.40,"Multi-stage, single- or double-suction","[""No.""]",,ALL
8413.70.20.90,Other,"[""No.""]",,ALL
8413.81.00,Pumps,,Free,ALL
8413.81.00.20,Turbine pumps,"[""No.""]",,ALL
8413.81.00.30,"Household water systems, self-contained; and windmill pumps","[""No.""]",,ALL
8413.81.00.40,Other,"[""No.""]",,ALL
8413.82.00.00,Liquid elevators,"[""No.""]",Free,ALL
8413.91.10.00,Of fuel-injection pumps for compression-ignition engines,"[""kg""]",2.50%,ALL
8413.91.20.00,"Of stock pumps imported for use with machines for making cellulosic pulp, paper or paperboard","[""kg""]",Free,ALL
8413.91.90,Other,,Free,ALL
8413.91.90.15,Of subheading 8413.30.90,"[""kg""]",,ALL
8413.91.90.20,Fluid end blocks,"[""No.""]",,ALL
8413.91.90.29,Other,"[""kg""]",,ALL
8413.91.90.31,Sucker rods of a kind described in statistical note 3 to this chapter,"[""kg""]",,ALL
8413.91.90.39,Other,"[""kg""]",,ALL
8413.91.90.41,Of subheading 8413.30.90,"[""kg""]",,ALL
8413.91.90.44,Of hydraulic fluid power pumps,"[""kg""]",,ALL
8413.91.90.46,Of subheading 8413.50.00,"[""kg""]",,ALL
8413.91.90.59,Other,"[""kg""]",,ALL
8413.91.90.99,Other,"[""kg""]",,ALL
8413.92.00.00,Of liquid elevators,"[""kg""]",Free,ALL
8414.10.00.00,Vacuum pumps,"[""No.""]",2.50%,ALL
8414.20.00.00,Hand- or foot-operated air pumps,"[""No.""]",3.70%,ALL
8414.30.40.00,Not exceeding 1/4 horsepower,"[""No.""]",Free,ALL
8414.30.80,Other,,Free,ALL
8414.30.80.10,Not exceeding 200 horsepower,"[""No.""]",,ALL
8414.30.80.20,Exceeding 200 horsepower,"[""No.""]",,ALL
8414.30.80.30,For motor vehicles,"[""No.""]",,ALL
8414.30.80.50,Exceeding 1/4 horsepower but not exceeding 1 horsepower,"[""No.""]",,ALL
8414.30.80.60,Exceeding 1 horsepower but not exceeding 3 horsepower,"[""No.""]",,ALL
8414.30.80.70,Exceeding 3 horsepower but not exceeding 10 horsepower,"[""No.""]",,ALL
8414.30.80.80,Exceeding 10 horsepower,"[""No.""]",,ALL
8414.30.80.90,For ammonia,"[""No.""]",,ALL
8414.40.00.00,Air compressors mounted on a wheeled chassis for towing,"[""No.""]",2.70%,ALL
8414.51.30.00,Ceiling fans for permanent installation,"[""No.""]",4.70%,ALL
8414.51.90,Other,,4.70%,ALL
8414.51.90.60,For permanent installation,"[""No.""]",,ALL
8414.51.90.90,Other,"[""No.""]",,ALL
8414.59.10.00,Blowers for pipe organs,"[""No.""]",Free,ALL
8414.59.15.00,"Fans of a kind used solely or principally for cooling microprocessors, telecommunications apparatus, automatic data processing machines or units of automatic data processing machines","[""No.""]",Free,ALL
8414.59.30.00,Turbochargers and superchargers,"[""No.""]",2.30%,ALL
8414.59.65,Other,,2.30%,ALL
8414.59.65.40,Suitable for use with motor vehicles,"[""No.""]",,ALL
8414.59.65.60,Centrifugal,"[""No.""]",,ALL
8414.59.65.90,Axial,"[""No.""]",,ALL
8414.59.65.95,Other,"[""No.""]",,ALL
8414.60.00.00,Hoods having a maximum horizontal side not exceeding 120 cm,"[""No.""]",Free,ALL
8414.70.00.00,Gas-tight biological safety cabinets,"[""No.""]",Free,ALL
8414.80.05.00,Turbochargers and superchargers,"[""No.""]",Free,ALL
8414.80.16,Other,,Free,ALL
8414.80.16.05,Not exceeding 746 W,"[""No.""]",,ALL
8414.80.16.15,Exceeding 746 W but not exceeding 4.48 kW,"[""No.""]",,ALL
8414.80.16.25,Exceeding 4.48 kW but not exceeding 8.21 kW,"[""No.""]",,ALL
8414.80.16.35,Exceeding 8.21 kW but not exceeding 11.19 kW,"[""No.""]",,ALL
8414.80.16.40,Exceeding 11.19 kW but not exceeding 19.4 kW,"[""No.""]",,ALL
8414.80.16.45,Exceeding 19.4 kW but not exceeding 74.6 kW,"[""No.""]",,ALL
8414.80.16.55,Exceeding 74.6 kW,"[""No.""]",,ALL
8414.80.16.60,Not exceeding 11.19 kW,"[""No.""]",,ALL
8414.80.16.65,Exceeding 11.19 kW but under 22.38 kW,"[""No.""]",,ALL
8414.80.16.70,22.38 kW and over but not exceeding 74.6 kW,"[""No.""]",,ALL
8414.80.16.75,Exceeding 74.6 kW,"[""No.""]",,ALL
8414.80.16.80,Other,"[""No.""]",,ALL
8414.80.16.85,Under 0.57 cubic meters per minute,"[""No.""]",,ALL
8414.80.16.90,Other,"[""No.""]",,ALL
